,Unnamed: 0.1,Unnamed: 0,filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,0,0,001. The Dave Brubeck Quartet - Take Five.mp3,0.46022493,0.08812752,0.04374702,0.00063212164,1290.119864240056,510513.8653985015,1855.3092435035608,229236.38075494565,2576.734418839493,2990354.73396984,0.0403346011513157,0.0012536197779367,-1.4009858e-06,0.0012752605,-2.1544023e-05,0.0005893722,123.046875,-287.4182,9324.31,138.74011,1156.2778,13.315756,361.0262,25.474972,126.76484,7.8144197,111.15346,13.798518,37.567787,2.0947871,49.719933,3.7130024,37.38285,2.078698,39.96964,2.1545193,25.41195,2.2335124,22.125513,3.1570852,21.036173,1.7006346,21.891539,1.3451208,22.111122,-5.3583193,24.749777,-2.5802326,22.728052,-3.3490667,21.971073,-0.012915904,21.79562,-1.050301,37.425163,-0.8014714,17.699001,jazz
1,1,1,002. Miles Davis - So What.mp3,0.28479552,0.09119197,0.06409651,0.00070351065,2603.5762971674344,151717.51993400432,2656.545253797361,90906.0255340644,5575.191287581028,843038.3241471329,0.1012015800357972,0.0021150527536125,-1.442776e-06,0.00389974,-1.4012287e-05,0.00030728147,143.5546875,-194.02026,2188.6982,62.403564,520.66266,2.3304546,426.43942,28.769175,101.693924,4.8174763,85.09228,5.785859,67.79076,-0.40289837,98.27527,4.494938,75.712,-0.18307911,57.842335,6.8944783,59.389862,3.4103608,44.38346,5.9552817,54.206306,0.6628872,77.76564,11.372684,78.1476,4.528797,91.73139,1.9814215,100.90329,-0.93358326,160.11856,0.3296885,139.76605,-2.7213995,132.99434,0.7207038,140.34636,jazz
2,2,2,003. Thelonious Monk - Round Midnight.mp3,0.25359312,0.08960765,0.1663327,0.004161631,860.1919759241805,79120.0675602627,1022.0107732409098,89374.15427314608,1553.8572707043345,522918.1198411084,0.0535635461010061,0.0006278528657014,-9.057084e-07,0.023512442,-3.4581604e-05,0.0029189012,63.02400914634146,-215.21796,3445.3765,189.06848,831.7202,-6.301981,467.82013,13.943547,489.38544,1.7060499,254.61871,11.468018,237.60754,5.3411613,113.92849,-10.059111,90.52147,-6.522183,73.36204,-3.6234105,90.3423,-2.395595,114.82286,-1.5425034,108.96949,-4.0888066,89.56272,-6.4303937,69.95054,-6.9351115,103.07844,-5.333035,78.71084,-2.3493912,63.212242,-5.9953914,81.76474,-6.6868773,111.215294,-5.352896,152.34465,jazz
3,3,3,004. Sonny Rollins - St. Thomas.mp3,0.498279,0.07086396,0.11206455,0.0014508017,3118.107452607924,914406.663327246,2820.1368049820285,90424.00489304312,6467.660890939435,1649291.5527478245,0.1498033269640092,0.0071853352903155,2.745498e-06,0.0063232076,-3.1326663e-06,0.0031997764,151.99908088235293,-89.13796,2636.474,62.45138,1030.2811,21.73421,229.31523,33.39117,50.39206,-7.9334593,36.013496,13.073687,20.204023,-9.660084,26.150627,1.7419292,23.661573,-9.7598295,25.426138,2.3124921,25.682318,-4.404724,26.866907,-2.255041,25.640356,-11.842189,32.342022,-2.516088,33.135895,-7.586745,28.89974,-8.761749,19.304537,-9.066266,18.99239,-5.1592145,16.096176,-11.748119,16.058517,-5.0433383,14.783965,jazz
4,4,4,005. John Coltrane - Blue Train.mp3,0.3365473,0.09350874,0.13423689,0.0025890146,2399.340448605597,349862.214715522,2872.445222688095,192220.8000842681,5692.598910966525,3702587.851780241,0.0791344421197755,0.001011047042494,1.8133442e-06,0.014186759,-1.624833e-05,0.0023535406,69.83741554054055,-121.03863,3574.3645,90.64749,543.6516,23.983206,836.07587,2.8858886,251.918,5.9641943,79.29811,0.23028743,45.216087,-3.7654889,49.18831,-1.6064128,31.765673,-5.006975,26.272085,0.57817554,25.634922,-3.9303806,26.350798,-1.176206,33.59896,-3.876397,43.232784,-2.5604506,39.940277,-5.6031575,37.636986,-1.8104671,51.533512,-5.730791,41.947067,-0.6563212,42.899532,-5.1243544,63.75059,-4.587613,77.0902,jazz
5,5,5,006. Stan Getz - The Girl From Ipanema.mp3,0.31871733,0.10172834,0.13677435,0.004618481,2018.1616120157664,648273.6573475836,2591.301986980865,248812.85316887,4783.054410857682,4169594.4141913606,0.0579542980843653,0.0017834577326048,1.6130771e-06,0.019399112,-4.6390276e-05,0.0012181615,129.19921875,-176.67055,4235.421,87.92578,893.54926,38.472504,602.686,37.29427,124.9887,6.111886,113.90018,15.893367,86.875534,2.583023,78.431046,3.2652304,64.56171,-4.735483,67.578064,-4.0013394,56.908764,-1.1504818,38.10727,7.3519335,38.037,-4.6772084,46.180656,2.66033,45.57972,-2.3689356,45.018826,-2.0948746,52.36501,0.004803212,66.185684,0.5852365,60.3069,-9.984387,56.742588,-2.9875968,33.74263,jazz
6,6,6,007. Nina Simone - Feeling Good.mp3,0.29293272,0.08970071,0.110808745,0.0020793094,1968.4698459800484,549269.9685970746,2099.555357950522,134875.32813082298,3962.142708131773,1989234.6060015685,0.0870996244920665,0.0030851682282082,-8.7119554e-07,0.009292227,-1.0093316e-06,0.0017685938,75.99954044117646,-136.37631,2413.93,108.179375,1157.2651,-13.911015,337.8903,23.286695,213.82198,-6.369198,174.41997,4.8414907,91.57902,-11.292828,121.62105,-3.8307252,85.904144,-4.3883266,97.33912,-3.7746797,84.585884,-9.87591,77.893974,-2.3771987,75.24914,-6.5087256,84.77704,-5.3848147,73.97493,-6.418408,73.2042,4.6812387,49.72579,-6.625974,70.081245,0.18506166,72.443054,-3.3746917,72.56124,1.1854439,85.70118,jazz
7,7,7,008. Art Blakey - Moanin'.mp3,0.3182661,0.08810431,0.19020593,0.00354447,2626.1953001055526,165272.40499941423,2607.997995820458,107499.31625978566,5495.558435776655,1402961.707010918,0.1261670375386996,0.001772714361168,-5.2749233e-06,0.022675607,-3.6029673e-05,0.0072574383,129.19921875,-46.11326,1793.171,76.73191,269.10822,-8.360333,418.36047,15.852505,103.827446,3.2584488,63.69526,0.5986492,51.20828,-4.169076,54.372425,-6.180083,63.8768,-9.521777,46.98759,1.383904,45.065773,-3.157552,39.011017,6.589952,72.03273,-0.74202895,64.08367,1.1477245,44.14727,-6.3677597,61.25588,-4.429154,57.11299,-3.2143078,62.15821,1.7813181,81.40602,-6.2134833,85.90014,-1.2091823,98.12741,jazz
8,8,8,009. Peggy Lee - Fever.mp3,0.35590798,0.11231858,0.13795371,0.0043297126,1795.0608128535664,1292241.2836940533,2308.9235570940978,491474.63740454,3906.068047207576,7319565.988001309,0.0454128017366486,0.0018844713297558,6.7659353e-06,0.019014576,4.008927e-06,0.0015954527,67.99958881578948,-224.84808,9270.92,89.859344,1761.7523,23.494905,561.4457,46.769917,363.43207,29.552046,232.4235,11.236075,192.07259,2.0344794,99.46851,15.409808,75.731155,6.774789,161.25113,10.482869,105.14732,-4.035292,100.32726,5.8834167,55.03313,-4.3793454,62.903957,2.4787843,46.24207,3.1755953,57.22311,0.91208786,79.884346,-3.5826612,89.29102,1.3299147,52.87604,-8.535922,98.32578,1.3850205,56.25531,jazz
9,9,9,01. The Platters - Only You (And You Alone).mp3,0.3016569,0.09084497,0.25920814,0.0069611464,1967.6650814233824,495228.062542996,2050.9032567270724,244458.1064656582,4098.958547491777,2418260.066636017,0.0851344058388157,0.001734618788941,0.00019582234,0.0554578,0.001008811,0.0064523993,80.74951171875,-61.927303,3962.0046,114.742744,1428.6677,-17.024317,420.43652,35.907562,341.28253,-9.517471,399.07727,5.6525025,203.4511,-4.1700087,151.18718,8.887662,157.64009,-12.8211155,205.59027,-5.3969665,165.79779,2.7977636,102.67582,-5.4586043,84.192924,-1.1655732,89.7313,6.105652,62.45109,-8.731649,80.089226,-2.175423,69.51195,-6.3706713,69.09059,-4.172457,91.346695,-6.1693425,99.77583,1.0259953,135.27376,jazz
10,10,10,01. Willie Bobo - Spanish Grease.mp3,0.3552858,0.08841559,0.11941805,0.0022233836,2877.06444075583,292100.6525582657,2992.089682772505,79727.03127629188,6817.667107833059,1225490.0983104832,0.1273612857972136,0.0020560460219114,5.3415697e-06,0.008030115,-7.279297e-05,0.004173623,129.19921875,-95.63393,3317.748,75.90286,319.5264,21.184443,379.19354,11.261674,75.028206,-0.3019359,108.66445,0.27668247,39.87312,-10.785933,54.76884,-3.9668603,44.535522,-7.9816427,33.671856,0.5433002,58.15007,-4.828189,57.682816,4.9215074,42.3933,-4.648165,64.85541,5.4944963,55.72835,-7.0401707,49.961777,0.64579463,53.288662,-8.169406,38.32418,-5.6497073,37.301575,-3.7326565,65.813156,-3.6310759,56.67248,jazz
11,11,11,010. Bill Evans - A House Is Not A Home.mp3,0.25067016,0.08661684,0.06650079,0.001126124,959.4929359134408,74710.25993969878,1497.6300316436036,138707.33651764298,1469.4827809053309,518296.8231605305,0.0485220044020897,0.0003074651500135,2.9353941e-07,0.0044254744,1.1148389e-05,0.00033029434,151.99908088235293,-287.42175,3862.2407,162.51807,646.4938,25.618494,468.66293,13.978244,196.96164,1.5861071,104.44346,8.132776,78.485466,-5.0187917,68.06732,-5.744355,85.583176,-9.779655,91.8926,-3.3107238,96.67835,-4.7015476,132.43538,-5.710162,96.02232,-4.9896307,91.98765,-1.0058906,81.15536,-3.328172,82.7887,0.9538888,98.75295,-0.89435863,60.18874,-0.6295092,44.179966,-6.38846,76.834206,-3.2833607,117.2351,jazz
12,12,12,011. Oliver Nelson - Stolen Moments.mp3,0.22827576,0.09347956,0.11699463,0.0018813809,1496.1695181833154,286646.07175210625,1929.034111986587,218946.60612680524,3037.92329676011,2099399.709454812,0.0526417829672987,0.0007057740852599,-3.8513303e-07,0.013122067,-8.750355e-07,0.0008100224,117.45383522727272,-196.212,3841.7812,119.74442,599.65497,-8.052638,412.47736,26.057287,158.26352,6.7733016,102.62624,5.7282033,135.38576,1.8592688,92.229416,2.5290966,93.16084,-9.938897,114.28045,1.6149732,62.659496,-3.8045235,63.83109,-2.2890115,74.860634,0.34619853,64.10283,0.61498505,59.21788,-6.857585,106.43332,-3.384389,113.28939,-7.4851103,61.31157,-1.2304859,45.78522,-1.66263,136.92424,3.4406576,175.56953,jazz
13,13,13,012. Cannonball Adderley - Work Song.mp3,0.29008806,0.09300583,0.111456595,0.0014765306,2788.83717835051,102600.9455174328,2601.185020151169,54345.45956648817,5728.265361963042,555613.0272144269,0.1361061308775154,0.0013799964868867,1.1744968e-06,0.008077054,7.0999613e-07,0.0023680802,86.1328125,-104.48229,1437.225,62.682735,268.481,-4.847257,283.78094,33.845047,64.38729,5.972654,39.862854,9.918492,51.719814,1.2027779,103.11694,5.9399676,114.79319,1.1041508,133.08795,4.553323,143.98065,-3.1907346,165.29993,3.3633432,152.95094,-4.2023106,134.96301,3.8240652,148.00075,1.1936572,85.40003,3.4217,48.27554,2.8330045,52.79604,2.4087212,82.72451,-1.4963169,117.64874,0.17877217,179.65141,jazz
14,14,14,013. Louis Armstrong - Mack the Knife.mp3,0.34625107,0.09246031,0.20271519,0.007290028,2363.073385902862,801947.9091270509,2638.1057502054373,171868.3195132687,5257.868206390286,3156967.7564914427,0.0909178175793343,0.0049689503424448,-1.0882287e-06,0.028966462,7.631625e-06,0.009086556,89.10290948275862,-88.03663,2366.7507,88.89938,898.7009,20.79005,604.24677,25.05457,600.2035,7.1444716,227.96408,12.626979,110.42342,-5.4635224,102.262024,4.7531366,123.79816,-2.3492978,84.606125,1.2905613,75.6302,-10.1629715,76.296104,-0.50111127,66.36834,-8.848281,65.54985,-3.1180522,87.15186,-6.5373845,68.8179,-3.8022747,47.165806,-4.5110917,49.48925,1.1199749,57.54061,-4.1162724,47.621567,-1.3155824,48.06468,jazz
15,15,15,"014. Benny Goodman and His Orchestra - Sing, Sing, Sing (With a Swing).mp3",0.5052571,0.079877906,0.17994614,0.0035231386,1468.6838612898505,319950.65452800173,2073.522505635698,177975.3713575559,3258.8219610161086,1972398.5881540435,0.044429436556695,0.0011634068050522,1.2080667e-07,0.020825792,2.143757e-05,0.0046814135,107.666015625,-133.57527,7346.448,113.40093,571.53534,3.4275672,510.70404,41.18327,105.529076,14.32281,69.806244,21.727514,34.43991,10.371733,34.30733,12.465839,28.60364,5.0847855,31.873983,10.123828,37.97465,2.1697237,21.77375,3.968128,25.519594,0.5886719,23.878794,3.3111558,17.075607,0.37464717,20.150557,4.7317104,32.05416,-0.667527,23.737816,0.00879596,22.631855,-5.472692,20.22366,-3.386423,20.200188,jazz
16,16,16,015. Glenn Miller & His Orchestra - In The Mood.mp3,0.37600654,0.08405853,0.12778892,0.002131532,3098.142188086385,360919.696180924,2092.6240711676446,17672.281957762305,5303.651262879741,315873.44795695564,0.2267767844185371,0.0052738433595605,-5.656561e-06,0.00880771,-0.00016399912,0.003965715,161.4990234375,-97.17738,2639.7515,59.005466,1107.1815,-27.31898,286.3376,64.59116,109.44408,-28.601753,71.78468,29.320557,49.812553,-19.39022,62.262844,-5.582397,32.099083,-14.134149,36.07382,6.376174,39.688843,4.4830585,60.44928,9.855402,66.471375,-5.7346334,59.715843,2.5512965,51.013184,-2.5499623,68.98938,-0.29349595,62.325043,2.5671422,54.07736,0.0076740845,83.140915,-8.603408,74.96939,-7.782299,89.017525,jazz
17,17,17,016. Brian Dee - Everytime We Say Goodbye.mp3,0.22801371,0.096217535,0.07042098,0.0010839908,1191.019507561425,292734.7462038227,1822.0819004115508,213258.26516799227,2119.678849258659,2183236.37333185,0.0442930050309597,0.0007526625220696,-0.00034561398,0.004873077,-0.0005110889,0.00039004828,64.599609375,-278.8867,2459.6736,141.11896,585.72235,21.688873,555.86725,20.541092,334.55133,9.145666,201.98653,-1.8053653,179.94106,-2.2516758,87.5812,2.4153762,70.92277,-12.59271,73.87011,-4.230878,116.26329,-2.2183254,81.32558,-0.36054724,103.8138,-6.845038,73.07336,-0.5163172,50.284042,-3.537861,50.357693,-4.614175,47.963005,-6.925532,36.119305,0.22894183,39.49762,-5.55195,52.687996,-3.6849785,46.747356,jazz
18,18,18,017. The Duke Ellington Orchestra - Take the A Train.mp3,0.39008814,0.08406183,0.05637082,0.00048202605,2635.0439941363816,586683.1231339887,2249.669961843755,116259.74153557392,4947.278417817579,1467801.6456298488,0.1587942023026315,0.0054671407736569,-4.359243e-07,0.0021781353,-1.7409933e-05,0.0005648765,161.4990234375,-180.454,3478.702,74.81002,1468.2968,-14.640256,341.19293,44.241978,296.16318,-9.207015,71.41976,3.4547112,134.26451,2.248258,64.084114,-1.6730659,58.717808,-6.9613137,58.26273,-0.5499044,56.480747,-12.4154,61.7109,6.102826,66.42408,-6.5027876,75.0247,2.5153859,64.58381,-7.772426,71.8915,-2.602542,77.71305,-3.4127572,81.317566,-0.2852478,88.83838,-0.9737586,88.83484,1.465308,90.733376,jazz
19,19,19,018. Charlie Parker - Yardbird Suite.mp3,0.29168752,0.09763171,0.15165944,0.0046959897,1078.1686681492115,122455.59916621009,1569.285004328054,61733.54366749188,2167.878557801616,846187.7471698684,0.0413833476441563,0.000548413707305,3.372519e-06,0.018833742,-3.2496813e-05,0.003019703,107.666015625,-195.22537,3072.2603,144.58345,534.69543,-1.4439788,248.28297,47.439648,104.02819,-2.940749,88.15607,9.47921,105.2841,8.927162,51.78189,8.463272,53.71034,2.2090528,58.98071,6.2040224,91.17199,4.477848,80.96997,2.5446944,77.99388,-3.0495107,97.12971,2.9330802,107.09406,-3.1680849,105.27193,-3.0026338,104.42117,-1.6027712,114.72666,0.6054176,90.85634,-0.64968085,81.10601,-0.9948348,99.269394,jazz
20,20,20,019. Stanley Turrentine - Sugar.mp3,0.36162558,0.093498655,0.10086867,0.0013222457,2376.411609261236,530741.4778984303,2821.3636369610326,202363.36235249072,5747.873576728183,3392950.5266689835,0.0768377817821207,0.0012830076986731,2.729998e-06,0.0066884235,-3.1713084e-06,0.0022832958,123.046875,-152.6568,2627.4011,85.70281,511.75208,28.00525,476.8812,24.480894,148.31548,10.151469,78.47384,4.965031,69.879814,4.2178273,57.451965,6.923392,70.54723,-3.9731677,68.55264,3.447276,67.21858,-6.016095,85.244774,2.6315427,78.523705,-6.1718717,66.2583,1.1718132,72.16618,-9.3100195,55.533356,-0.9936709,64.54906,-8.77289,61.782684,-0.7252835,61.056793,-2.8281677,72.506966,1.2224673,86.20477,jazz
21,21,21,02. Herbie Hancock - St. Louis Blues.mp3,0.39427358,0.08698612,0.16422175,0.0036522138,2162.654750890928,751255.0848779025,2432.145288078523,249681.1633545207,4690.271638569079,3746805.5264666094,0.0966811992066563,0.003442098110382,2.8668208e-06,0.013706321,-0.0001529976,0.008488531,123.046875,-105.186035,4132.6216,93.68324,1289.5673,8.979445,333.34586,38.904827,190.02525,15.184074,154.49306,11.5302725,104.390045,7.545652,94.89247,3.710017,85.081406,-3.345986,90.837105,8.498865,136.5217,-8.061019,103.87662,6.3417454,116.2768,-4.3786454,89.38015,1.6891602,76.90363,-2.9923291,87.02286,1.0850067,94.79779,-0.110092685,110.81307,3.8300188,62.117176,-1.8415953,85.0447,-1.5131199,125.150505,jazz
22,22,22,02. Perry Como - I Love You.mp3,0.35653722,0.09085962,0.132823,0.0022227815,1985.9929690080064,444250.00872766,1834.0469596683336,121866.54339945718,3836.410135086107,1306227.557793565,0.1090416686822755,0.0028191941241437,1.738668e-07,0.014686965,1.3092668e-06,0.001527371,117.45383522727272,-118.82157,3667.4836,109.81272,965.7601,-40.861187,326.12302,52.002296,171.47011,-3.998244,314.5943,12.322131,112.966064,-9.0859785,64.39389,-0.16202311,114.66863,-17.756979,74.209946,2.470857,108.19585,-3.775402,81.68568,5.6124077,86.2654,-9.354976,87.12097,6.4988656,78.102455,-4.331629,68.65486,2.51741,59.277126,-4.754673,61.6819,-4.5530334,74.00721,-0.9731558,62.721085,-1.290629,47.296837,jazz
23,23,23,020. Oscar Peterson Trio - Sweet Georgia Brown.mp3,0.22572766,0.0856313,0.12718387,0.002209985,1090.4261638734313,46222.08447176364,1230.9667000274972,29500.646082362746,2113.8788843302536,362602.9999736089,0.0571100099167956,0.0003884997650225,2.860191e-06,0.010710866,-2.2342618e-05,0.0025246914,143.5546875,-190.35326,1316.9034,166.74283,260.4195,-33.74482,233.70235,36.8614,175.39662,-13.125436,113.97063,1.5963112,102.06998,4.396322,85.23625,-13.091011,76.424706,-2.5053282,83.87783,-11.695194,78.7179,0.34989938,78.21725,-5.560469,112.385826,-8.214431,105.2363,0.5212415,94.98762,-4.357392,111.14972,-4.105866,88.02126,-4.3206983,82.5901,-5.583093,82.84857,-6.086373,102.95751,-7.084417,88.2358,jazz
24,24,24,021. Nat King Cole - L-O-V-E.mp3,0.3591204,0.08701927,0.12017227,0.0030016936,2357.725068693744,649297.7037265865,2229.8356399585346,166474.54815850215,4567.672379910024,2292595.293895989,0.1139312838622291,0.0043982426479354,1.7926955e-06,0.010979299,-3.487422e-05,0.0027737382,75.99954044117646,-115.60439,2587.5173,87.0222,1086.7705,-22.139048,629.4194,30.318516,200.63933,-0.00637978,156.5667,5.8717256,127.91216,-2.2404644,64.41479,7.467634,64.3707,-5.11578,81.703064,4.082607,59.873318,-4.6552987,54.10672,0.19657712,56.675285,-2.7120233,45.188118,-1.7478685,62.845722,-1.8728583,61.186474,0.67547435,62.475697,-3.0069456,66.364746,3.5953374,76.94973,0.3313712,86.810646,0.75478727,62.38734,jazz
25,25,25,022. Billie Holiday - Stormy Weather.mp3,0.29807407,0.09479649,0.07802548,0.0020245798,1574.59970696014,801125.317445201,1708.9443102492778,136872.17106673945,2856.324394863825,2230645.893305688,0.0767667315692724,0.0053209945603635,9.5045215e-07,0.005606136,-4.2865257e-05,0.001125903,129.19921875,-238.30367,3471.328,124.990395,1543.4933,-13.993557,1168.1473,35.91002,365.88187,-1.5012307,256.143,13.189034,305.0791,-7.8511453,140.85909,0.11001974,156.86194,-17.353096,140.48714,5.152495,111.15365,-2.4136467,62.234734,-7.0439005,104.41282,-0.34872743,101.1697,-5.7686563,63.718338,-5.419869,52.75078,-6.840801,77.26367,-3.5206409,80.997856,-5.9455028,94.75439,-2.153593,102.05025,-1.6172752,111.728035,jazz
26,26,26,023. Dizzy Gillespie - They Can't Take That Away From Me.mp3,0.3538057,0.10038083,0.07334389,0.002621347,2077.667803265419,1842085.717175572,2258.0711087739264,224018.4738350314,4078.1253401339977,5977901.248290512,0.0831094747726393,0.0110631485459668,-2.390457e-07,0.00588581,-3.2204513e-05,0.00093935756,83.35433467741936,-299.59305,4833.8784,61.566956,3636.058,15.622013,1266.9993,43.154472,324.09076,17.773827,239.76413,24.983765,120.81647,6.3311024,87.817795,8.9257965,101.5159,1.6121964,119.93988,5.4576797,195.45982,-3.657169,120.68547,-1.3371083,163.59209,-1.4303392,163.92938,0.59170663,151.29585,1.6465205,143.90628,3.2805145,183.70294,2.0810554,173.2601,2.2650726,187.87529,-2.2939374,216.82251,-2.5140254,207.04736,jazz
27,27,27,024. Dinah Washington - Mad About The Boy.mp3,0.31011617,0.089136474,0.06531207,0.00087101455,2488.782188632537,652054.5322995944,2326.997431377357,160776.85177661543,4850.570669262771,1914884.35850917,0.1304262710429566,0.0052856641475534,-7.773153e-08,0.0029824686,-9.945355e-06,0.000998773,107.666015625,-169.79431,1881.1416,82.486374,1000.20746,-21.54679,493.8759,24.190979,283.86243,-2.4496481,120.6416,11.023112,236.38269,3.154679,125.25136,-2.0497441,111.31107,-6.6361876,80.22559,2.388199,82.04065,-3.2062657,76.482834,-0.505343,64.66596,-9.328026,68.29904,-5.830039,70.71784,-6.4331794,63.437305,-8.094556,72.28361,-6.0049987,78.36308,3.8508444,101.29934,5.4066997,181.98195,5.18258,139.83064,jazz
28,28,28,025. Sarah Vaughan - Lullaby of Birdland.mp3,0.48629358,0.09143057,0.11042013,0.0036464098,2153.918755031742,1182826.9111019787,2452.215081140967,169706.429205193,4574.94733591936,4601308.215299767,0.0914076105359907,0.0081119258466462,-1.7883895e-06,0.010832207,-2.7716253e-05,0.0024051808,129.19921875,-167.39903,6205.599,88.0377,1304.9099,16.54558,515.7353,33.16597,162.93423,2.277784,63.780457,14.466484,53.88984,3.7388651,78.66544,3.5283237,39.260124,-0.609527,37.64152,7.208367,43.59727,-1.7535731,48.439762,3.7456894,48.806515,-1.1753024,46.108517,2.9995563,44.23256,-4.7281466,35.33627,-0.6841868,31.217339,-6.2432075,24.158222,-3.1015353,20.465452,-6.0422482,22.454002,-3.1096296,25.244768,jazz
29,29,29,026. Roy Ayers - Sound And Sense (Remastered).mp3,0.27770787,0.088688925,0.08909623,0.0011412259,2031.9416080747908,155122.79405528933,2365.669668281168,132303.47083680204,4445.531451812839,1254146.6495227236,0.0768884239551083,0.0006374481725757,-3.200695e-06,0.0058923783,-1.5266362e-05,0.0011377429,143.5546875,-159.3455,1928.3156,95.378456,378.4281,0.96042085,401.5059,31.271236,104.341934,2.0402153,45.08959,8.756176,54.882854,-4.1620784,73.152054,1.9692855,39.361206,-0.37715062,60.718292,-2.301362,80.469345,-5.0741067,58.989117,2.6209538,67.270485,-2.9206228,62.42554,-0.020476775,60.271267,-3.1577811,60.208675,5.027778,76.91567,-0.53513104,82.17349,1.4191804,57.567276,1.1399244,90.05723,0.96050125,91.6133,jazz
30,30,30,027. Coleman Hawkins - Night Hawk.mp3,0.25718513,0.090371445,0.035870083,0.0004689218,1514.3995345266526,234104.3503430492,2270.6344585201123,190461.4596076071,3243.830385001452,2689742.617279296,0.0482566998839009,0.0005112175119734,-3.1906998e-07,0.0012785185,-1.4177003e-05,0.0001426841,63.02400914634146,-329.95132,2625.7346,113.9933,524.9818,31.54964,401.39017,23.180174,191.22076,11.873655,81.13533,6.8597984,75.13443,-4.845562,100.855515,-4.591626,69.72076,-7.51565,47.440655,3.8084471,50.705677,-3.150899,77.75432,-0.09736817,89.52148,-0.8477053,83.209206,0.6825851,78.244514,-1.8430656,86.254395,-4.1382475,104.84489,-5.6363277,87.40236,0.5717647,89.44285,-6.6096797,83.98273,-5.1431465,148.71288,jazz
31,31,31,028. Benny Carter - Someone to Watch Over Me.mp3,0.31874734,0.0897435,0.03772932,0.00040282513,2332.590822569385,1247439.1873527635,2563.01249082998,168033.41764856144,5042.1195109931305,4046895.839745499,0.1124709752321981,0.0107203238805378,-1.1431543e-06,0.0014338235,-2.1284066e-05,0.00012667548,83.35433467741936,-294.28214,2890.1296,82.91422,1589.1609,42.009804,221.06725,36.694347,102.008125,3.1816187,57.50088,14.805597,43.570683,-9.930224,84.45238,3.1315894,39.757347,-5.702836,47.382133,7.4645853,79.02187,-9.512571,44.724022,-5.942367,73.30397,9.49428,114.06765,7.635919,81.73354,-3.5510821,122.3386,1.5821996,125.972015,5.64777,76.690636,2.1887877,74.87974,-2.1423025,79.87373,-10.049398,90.43402,jazz
32,32,32,029. Wes Montgomery - It Was A Very Good Year.mp3,0.28648934,0.0862323,0.08952441,0.0024101892,870.0349003032121,118120.321875181,1349.767212401351,144238.7779208759,1560.1155661946111,925851.8753974532,0.0354487652380031,0.0001993032282139,-3.2458086e-08,0.0068155574,-5.856863e-06,0.0012663548,99.38401442307692,-262.01697,4049.0078,169.4452,543.85175,9.207871,561.61786,21.21349,130.26012,14.411585,129.71188,3.2227533,100.1505,-3.4268243,72.75682,-0.37097573,46.784813,-5.4785686,50.383453,-6.6333356,54.51432,-8.291152,54.67767,-6.1219163,46.484905,-5.5910735,43.095474,-5.8244467,47.63021,-3.7441735,42.24908,-1.0051112,61.53247,-5.9089394,44.991722,-6.837069,43.143303,-5.068774,57.389996,-4.8975835,55.75463,jazz
33,33,33,03. Ella Fitzgerald - Summertime.mp3,0.27560985,0.092901334,0.07450216,0.0016452124,2025.82224055993,501730.1900572296,2432.343725841792,80871.17485423712,4314.448911117695,1617567.6188401163,0.0740963017608359,0.0028507190498453,-1.3610606e-06,0.005416422,-5.4222787e-06,0.00063336705,61.5234375,-222.07307,2978.5007,91.61675,671.984,27.284176,631.56226,44.388466,175.90746,0.7924796,206.51236,-1.1492685,275.31564,-7.915123,191.84639,-9.564699,170.03352,-9.519726,70.702774,2.2624307,204.53145,-7.762786,105.93845,-2.9015982,61.249577,3.8449283,74.68963,-4.353233,139.39227,-6.730475,68.06985,-5.8016334,127.57027,-5.5917583,89.03975,0.9672254,84.86407,-3.3762097,67.165344,3.494838,220.82788,jazz
