filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
15. Bad Bunny - Me Porto Bonito.wav,0.3972874,0.09029578,0.29976636,0.016684817,2382.734927038497,820080.3033568105,2686.0855318166887,175364.4185138213,5376.41748953899,3912956.089025538,0.07586008550212849,0.0023286029282118875,9.6502765e-05,0.053485587,0.0015839325,0.03281532,92.28515625,-64.531006,7408.0225,80.260185,1118.1727,13.471008,588.7265,16.687939,402.00412,6.003454,345.30508,1.902377,228.10002,5.7577996,273.8666,10.198266,135.19447,-13.814317,226.33632,10.624706,112.84716,6.5107684,131.45888,5.2557783,110.19453,5.180061,134.3415,3.1267614,90.57821,-1.7700456,93.84706,8.816319,103.6688,-2.970771,73.113594,5.0171638,70.586784,-1.9308956,64.98774,-1.0801924,64.862656,pop
16. Beyoncé - BREAK MY SOUL.wav,0.39261708,0.08527526,0.29905796,0.01433079,2738.29391773132,554544.8151760594,2822.3767546772547,105230.10747257565,6069.62996444466,2008570.2954936565,0.11508471604102168,0.0038663198013030703,1.0872394e-05,0.048444558,0.0011554676,0.023093715,151.99908088235293,-16.181152,2490.263,71.233894,647.3862,8.498183,592.1699,22.12953,275.40607,5.742412,239.28093,6.587583,224.44423,0.7639695,204.95537,-4.168129,193.8944,-1.478483,116.3169,7.946407,130.7947,-10.636116,157.46164,4.312862,106.99504,-2.1268344,96.75427,-3.1743932,108.15069,0.13363487,69.19351,-7.1052685,130.6721,-6.4655595,87.241196,-1.1141359,91.40654,-6.175733,98.25261,1.0869298,143.5687,pop
17. Conan Gray - Family Line.wav,0.3859495,0.086023636,0.26187184,0.0068423157,2232.7446120936997,1271731.3652957226,2651.510557071599,259356.61777306424,4904.80367465654,5324644.1477936935,0.08645639330979102,0.006983713823543361,1.7812636e-05,0.04534803,0.00016032759,0.01122068,151.99908088235293,-63.895588,5418.3877,103.313324,1699.2665,22.12728,718.01904,13.939892,297.37537,16.945766,160.27841,3.0366755,194.0811,4.274515,99.879,7.4293776,79.75716,-4.363812,104.03846,14.19589,90.56867,-3.271552,71.73632,-0.16285597,59.189972,0.1731489,65.06366,2.7558053,50.73239,-0.12638898,50.57707,1.4727874,56.427475,-3.0935159,59.57498,3.613335,52.84931,-3.6452637,62.591125,-0.47759128,56.17168,pop
18. Sabrina Carpenter - Nonsense.wav,0.40308273,0.089833245,0.31078246,0.017336674,2801.4788296198367,1040241.9530446738,2831.880800128811,179224.49339253933,6068.679970189145,3408237.6257487643,0.1199410736745356,0.008143224569038822,-3.9374595e-06,0.05982887,-0.0004845641,0.026754094,135.99917763157896,-24.873642,2428.8235,72.25627,804.8612,0.28252438,867.5392,11.73443,493.916,7.054918,391.41077,2.128157,302.02563,8.674936,209.27182,-0.85494256,233.49475,7.085696,166.78207,8.386363,112.46408,-8.38421,118.37263,6.4977307,105.82499,-3.1066682,96.25685,7.0101767,114.4992,-0.3845041,113.697426,5.271592,89.06715,0.8626063,89.24878,4.6897273,117.02277,-0.53715205,86.55811,-0.46683916,73.40572,pop
19. Nicky Youre - Sunroof.wav,0.39929435,0.08801101,0.29410416,0.008099054,2067.289291122274,701694.9678104414,2333.6847881395065,394288.60884448694,4557.264109514077,3439861.676003331,0.07111143696787926,0.0014413054559193532,-3.6084816e-06,0.05432764,8.519624e-05,0.022418065,129.19921875,-46.832092,7932.2026,102.73713,1394.7806,0.45443717,543.50464,23.793665,210.29088,-0.34007013,175.77742,9.223625,153.67783,7.084949,77.02836,10.516191,69.415474,-0.09664071,72.47367,3.613248,61.536983,-3.0552993,65.956696,2.540382,75.70783,4.0202894,96.502815,1.3860264,79.70223,3.339948,68.490776,2.5059645,64.65212,-3.6875505,46.25102,1.7967578,49.195095,-3.494848,53.1663,-3.6026342,72.205345,pop
20. David Guetta - I'm Good (Blue).wav,0.35180393,0.07224574,0.28019005,0.0013484419,2835.6036494165014,169716.03445273737,2770.869434965963,71261.98507351178,6040.81347202738,1105281.662707807,0.13650446558146284,0.0007674816166846457,6.7575647e-06,0.05047524,2.6434465e-05,0.00970222,129.19921875,27.725973,716.3722,75.22217,204.5672,-3.78779,195.68578,24.624643,122.50077,2.5110586,76.71509,1.3640375,90.95833,4.0813103,54.275494,-1.2102623,47.5621,-0.31193963,55.893745,3.827168,40.662453,0.39174432,47.189835,4.765867,37.774197,2.8740966,33.987255,10.602035,33.82061,-0.24822965,37.76323,7.1492476,34.239212,4.1276617,35.71396,5.981926,36.283604,-2.3389046,42.21032,3.2884762,39.127563,pop
21. FLETCHER - Serial Heartbreaker.wav,0.37756538,0.09116435,0.33383822,0.012195456,2252.6786110886637,534152.4364906336,2607.2886113402933,285644.521976947,5086.5192425140285,3148572.6994081615,0.08294658838041796,0.0014179376048765872,-2.0144813e-05,0.05997012,0.000101063146,0.028193658,172.265625,-17.251295,3775.0752,98.97984,1075.4597,12.362467,243.65935,16.986004,199.1717,-3.132912,127.88759,5.358403,125.66473,10.9815,99.373924,4.969247,94.10419,5.3131876,77.07776,5.1637125,94.58557,-1.6480335,65.891365,3.859113,99.5639,-2.6564205,81.594345,5.8599696,93.04188,-3.6667457,79.10297,1.4858322,82.4301,0.83811915,87.61936,3.8494532,55.67332,-1.0643318,47.480267,1.4747227,47.228085,pop
22. ROSALÍA - DESPECHÁ.wav,0.35719264,0.098977014,0.30779344,0.018646322,2864.3346860646975,1116378.6915481593,2896.2714020437434,195718.32171506705,6331.295048858359,3772815.3430211656,0.09539587062209752,0.004715502707597768,3.7611902e-05,0.081788495,0.00037404505,0.016298482,129.19921875,-64.409294,4424.262,62.35342,1340.2446,20.020697,555.551,20.994488,399.14584,0.6831715,198.11531,5.7697144,314.5599,8.125946,196.75471,2.1079998,227.72058,3.3321567,118.73074,5.127816,122.59861,-11.535676,110.85822,5.175449,79.05613,1.3525093,118.03611,8.492059,130.62645,3.848224,173.34752,11.772476,108.50288,5.047834,126.62405,2.968951,172.56628,-4.236353,127.61828,-0.08962904,121.07629,pop
23. Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS).wav,0.40692213,0.09652851,0.21233574,0.00943136,2783.43783961045,1102883.4958259414,2745.9115085239578,297564.3519986598,5903.09763810952,4073557.26258635,0.11276915937016253,0.006039030767450129,-1.4392181e-05,0.03352127,-2.0177044e-05,0.01023086,107.666015625,-84.46276,4172.9644,69.663666,1215.8188,0.8586766,1347.8911,9.849872,512.8724,-4.2959847,399.4069,3.6174407,568.5463,2.9379985,274.27042,-0.54361427,319.07568,4.5373545,222.9422,0.36037385,273.47464,0.36995733,135.69003,2.0150933,93.420235,-1.9317867,173.69115,2.7636313,105.08666,-7.1516795,126.94594,-0.6447684,109.30326,-3.758814,117.147446,-1.5092484,109.191246,-2.376477,131.00749,4.6699667,97.10694,pop
24. Nessa Barrett - die first.wav,0.39444903,0.09104215,0.31770372,0.007757271,2307.0919370917304,602901.0149185379,2699.091770091791,166980.38298907003,5316.617851139222,2758831.8033977225,0.0729954013883514,0.0015351969690282838,1.050063e-05,0.059964243,-0.000115988776,0.020619141,123.046875,-25.077713,3098.1692,89.24382,697.58545,12.600868,218.36815,27.611286,125.88114,11.5136795,105.23442,13.8138,111.457504,3.173602,67.03328,5.142904,71.96556,9.3309145,65.779884,9.370675,41.431263,1.6127042,41.72714,4.417487,42.42104,0.43074852,32.52641,1.0843419,36.954594,-2.2624016,46.14448,2.057513,46.741364,-6.2158427,35.18868,-2.1831484,51.791626,-2.0489535,49.286945,-0.10718387,41.37797,pop
25. Lauren Spencer Smith - Fingers Crossed.wav,0.33611023,0.09011515,0.1731611,0.004496291,2157.0992384153005,1348695.3851802358,2478.1354226607755,530080.3018485361,4709.896519900107,6567018.614686403,0.07983247266834366,0.0046572978628707925,-4.0496816e-05,0.020974915,-0.00016318295,0.0056091174,112.34714673913044,-141.72751,6850.2354,97.107216,2401.0066,24.956617,939.6146,26.254341,596.6342,8.046268,508.64114,3.1011698,355.5628,7.2314262,270.96738,-11.268957,371.69434,-0.094345234,197.18275,6.8532777,184.37311,-16.515944,151.13982,-0.28250188,140.88501,-8.651275,102.25535,2.9345095,144.71951,-3.413203,88.19477,2.5715642,108.34907,0.639469,96.303795,0.26307467,74.16265,-1.7736257,85.5001,2.7370565,105.77662,pop
26. Charlie Puth - Left and Right.wav,0.3288074,0.09063314,0.29014945,0.01231729,2077.3580982349235,680405.7065790107,2650.8955217112484,266609.4458253507,4885.937122073336,4278486.006448923,0.07149654423858359,0.0015552301741776193,-4.063481e-06,0.043848462,0.00052802067,0.02973912,99.38401442307692,-64.28413,5538.3003,101.00725,955.47485,25.303171,510.7233,18.004227,241.49648,15.558552,212.74916,9.045318,115.259895,1.3017493,109.20465,4.19578,85.876175,1.153157,103.57126,3.906651,72.70225,-3.3365362,80.34135,0.5321327,53.81962,-5.5450172,64.59058,-0.54917717,58.482018,-6.0874705,67.79625,-3.347425,58.418755,-8.626171,69.77735,1.3816768,80.79345,-6.011552,55.067936,0.013876405,107.02375,pop
27. Rina Sawayama - This Hell.wav,0.37844542,0.08459439,0.2971354,0.007658189,2867.263731081175,653026.9196033961,2859.607424649868,156066.19900605304,6222.895704334365,2694029.808486576,0.12960125713525542,0.004489678977459705,-7.755643e-07,0.054078072,-0.000117590585,0.018656041,123.046875,-3.3197901,2206.0818,75.357704,514.2388,0.8716557,447.23257,18.79156,296.71765,6.5626254,215.68047,-3.7281199,160.63469,7.9575095,99.07023,1.9237877,98.3597,3.4544156,84.23198,15.111316,124.28567,-4.532125,61.617992,7.292785,95.135315,-1.9035393,77.61333,3.7131336,62.152115,5.241193,68.70364,4.317936,76.9963,-1.0050023,66.078865,7.2018175,74.24229,-0.21969727,69.30568,10.038705,92.916046,pop
28. Omar Apollo - Evergreen (You Didn’t Deserve Me At All).wav,0.3590148,0.09296599,0.17667833,0.0068223467,1869.6109454970672,660244.6219672585,2345.7897819856344,251548.24056901355,4049.8588443909634,3760836.139283705,0.06118443728231424,0.0015558429247115233,-2.39078e-06,0.022671526,-4.7896797e-06,0.007388242,161.4990234375,-121.21216,4973.5107,111.93295,960.74756,16.47347,473.5165,21.780865,200.16197,5.645398,191.02986,10.228953,157.3814,0.10751948,152.70801,7.0051155,101.18948,-7.553117,173.02591,3.5314953,141.00569,-2.0839903,90.67352,2.4148932,69.584656,0.00398278,50.009274,0.5664725,54.437458,2.4370677,47.07282,0.6720033,43.92206,-4.357233,38.699417,-1.2095982,46.821564,-6.8369875,48.846466,-1.3264133,98.556694,pop
29. Rihanna - Lift Me Up (From Black Panther_ Wakanda Forever - Music From and Inspired By).wav,0.25339437,0.08622824,0.23658168,0.006559936,2235.9484164531223,989736.2641445221,2558.5275193167367,367505.4190513699,4698.971585961687,4589002.557802028,0.09214796887093653,0.003963181295559116,6.1713e-05,0.046725444,0.00012567388,0.0054112296,184.5703125,-94.893616,3367.3135,95.28129,941.05804,13.703403,443.268,28.501518,279.07504,6.611704,174.95667,-24.225538,344.93954,-3.243918,124.15877,-17.0132,131.4667,-12.558543,83.5155,-6.9599442,131.17441,-19.821198,126.67521,-8.736963,82.23459,-10.67027,109.87415,-2.5209956,69.84497,-11.612631,100.21891,-11.9696665,92.70067,-1.9934143,153.27644,1.6336504,103.953064,-10.155578,91.846855,-12.139537,101.79846,pop
30. Joji - Glimpse of Us.wav,0.27935404,0.08479277,0.15321541,0.004654033,1587.9047522416008,634386.3034355252,2070.5999175440957,526328.2004905177,3440.8458603424924,4640005.735426133,0.06314323118227554,0.0012057373567337713,1.6400445e-06,0.022945026,9.688754e-06,0.001172175,172.265625,-165.87862,9121.434,128.50261,1483.785,22.875637,583.48474,21.529854,316.8484,11.36579,227.12747,1.6409515,130.6531,-1.284192,172.87193,-2.218181,105.18056,-19.96761,154.08614,3.3272815,112.83763,0.90654707,120.96478,-14.970059,84.167076,-2.640911,102.159386,-13.873391,66.053925,-6.666499,64.04828,4.8865547,67.17101,-10.990369,97.107765,-4.348674,109.41921,-1.6741669,54.062553,-9.68067,56.8274,pop
31. The Weeknd - Out of Time.wav,0.35243243,0.08669771,0.31585732,0.0081957495,2543.109669852494,623623.9990523019,2707.5826804598537,175278.39128368424,5610.707739484568,2824980.353343397,0.09773712630611456,0.0016280583468346345,3.229043e-05,0.062948145,0.00015877937,0.01817928,92.28515625,-19.16215,1542.324,80.37557,966.6339,15.226983,286.63828,34.349934,298.95148,7.6523023,139.8207,8.832467,114.03484,0.0001561782,108.88376,1.7676749,116.36315,-5.76673,90.14347,11.106469,89.33642,1.1963384,79.318054,0.8527676,100.67895,-3.5329545,66.04348,3.855717,77.53403,-5.4908347,119.84743,-1.3562003,70.55968,-6.942136,86.19224,-0.7199066,62.468594,-3.869594,108.404396,3.068278,89.048416,pop
32. Nicki Minaj - Super Freaky Girl.wav,0.46372667,0.086508885,0.34070024,0.018123496,2987.25627512255,1384320.299691738,2822.2355802590955,279599.6120932902,6198.854183043489,4146977.464868162,0.12948409986938855,0.011720552076411652,-4.731069e-05,0.057381745,-0.0005379809,0.048979465,135.99917763157896,-17.183022,5841.315,69.82381,1277.5844,7.935799,1074.1742,15.2128525,861.12915,0.14974682,420.817,4.441023,301.3692,4.131013,237.59213,3.0787394,270.7778,1.0165647,209.52318,-0.03980248,158.37024,-2.380788,110.44299,0.3160608,137.77293,-2.1695309,116.521965,6.78161,98.11233,-0.4188943,76.4747,0.94018924,78.00705,0.49353737,83.40121,-3.656022,77.130585,-2.081721,95.89568,1.4821057,90.60541,pop
33. Yung Gravy - Betty (Get Money).wav,0.54366666,0.08020807,0.30725595,0.018763268,2667.109330637271,474984.971347946,2856.9384346007687,173933.03643601478,6175.045993675019,2124777.335391042,0.08312383598587461,0.0032215369470823636,5.51963e-05,0.081518486,0.00034882186,0.014877975,103.359375,-44.861668,2536.3948,71.26153,537.72284,13.043232,871.0775,22.879465,316.49405,7.133369,324.53308,11.597523,123.26792,-0.68249947,146.9345,8.617076,142.96002,1.4129208,126.822296,9.321071,111.95806,3.4314415,136.52417,11.125573,71.3944,2.7480476,72.92284,4.896003,63.921257,2.9789832,60.20974,7.3915086,55.371002,-1.3059416,54.437885,3.3629525,60.98879,1.7524807,53.52016,1.3047562,52.76238,pop
34. BoyWithUke - IDGAF.wav,0.3750413,0.09184951,0.2987256,0.009449973,3191.1713062221984,913208.1833917149,3061.4381505895253,96982.25130091414,7127.531900789715,1380058.6789947094,0.13225921536377708,0.0059184022551659055,7.633508e-06,0.044603188,-0.00061691174,0.025944639,99.38401442307692,-27.66293,2977.1548,58.171066,1036.6696,27.922153,591.28485,22.661413,434.2145,10.119113,183.76936,13.246099,218.6809,-0.25236648,194.19684,6.5251093,177.39822,-13.908179,162.37827,5.6562514,178.89053,-9.930636,104.11958,3.6293666,108.5506,-4.374801,98.7898,-1.7403054,103.64891,1.7748891,80.74364,-2.0662858,71.00783,-2.434169,88.406395,0.84703135,83.44205,-1.4949719,77.9727,4.037837,83.342094,pop
35. Tate McRae - she's all i wanna be.wav,0.3788051,0.09321778,0.2783764,0.003601992,2369.1974265939084,1119499.2653699957,2803.5989378379936,442784.97715486644,5535.599860318305,5986531.680305002,0.07013865373452012,0.002275598717715758,1.592707e-05,0.04871018,0.00025143047,0.014899562,161.4990234375,-62.74976,3168.6936,92.99081,1533.476,17.718817,503.2405,27.056646,197.05493,19.537687,99.55395,10.4520035,111.344536,9.043553,93.692856,-0.5292277,102.99037,9.286305,120.277115,2.3238628,64.495995,4.323495,80.767624,2.680178,54.062683,-1.1502249,44.191032,-0.5286549,47.343582,-2.4182763,44.507046,0.949594,42.87872,-2.5949838,59.257645,3.5588107,70.15088,-3.1086702,76.86223,-0.3741951,50.19481,pop
36. Meghan Trainor - Made You Look.wav,0.39432353,0.087364,0.28342417,0.015439606,2246.7307020014205,713711.0971501375,2460.255615941244,170536.53819864578,4605.038820626935,2695829.042838174,0.0859405234133127,0.003931847140970687,3.7679604e-06,0.05835819,-4.2530057e-05,0.017227095,95.703125,-67.18241,6083.815,85.19587,1250.2222,9.449493,928.51855,36.030582,468.8438,2.1778538,230.92195,7.842521,246.932,9.74909,227.24744,-4.658327,192.29213,5.753619,123.652504,6.0529556,112.60671,-2.513508,97.73309,0.24305484,88.48258,-2.636137,109.66855,2.6746707,104.78389,-7.33301,97.29878,1.9888209,71.96781,-0.1426336,88.3973,0.91946024,76.605835,0.67210764,93.04211,4.4988823,111.76057,pop
37. Charli XCX - Used to Know Me.wav,0.3827095,0.08462886,0.33071497,0.008429734,2781.7157010605542,890151.0128245463,2964.619437368577,187938.9136931821,6402.536284739019,3426747.135163034,0.09842684246807276,0.005704154743958029,-2.5191901e-05,0.07086035,0.0002503285,0.019101698,117.45383522727273,-17.675653,3519.9697,75.92987,858.5834,16.467686,301.6643,16.11335,178.22017,9.049318,161.00983,8.925013,100.28317,4.6357083,109.866066,1.7249613,96.89555,3.3511498,80.98853,2.3727295,72.72038,-1.245928,58.653576,5.0288944,57.00808,0.46466258,66.02257,8.084467,79.28014,0.17507686,87.15249,8.61354,94.59519,0.9857625,83.78733,6.885183,77.32245,0.6152749,74.0929,5.758351,118.83753,pop
38. Benson Boone - In The Stars.wav,0.37870717,0.08150852,0.29178098,0.004068721,1980.63893591592,895086.3912696085,2456.945972550984,449767.20473587606,4325.907175164473,5391644.48139643,0.07942015467782508,0.002395501993402664,2.0193911e-05,0.059652317,2.0127198e-05,0.010971153,161.4990234375,-53.647984,4373.831,117.18862,1432.3267,12.1882925,346.28333,13.701188,202.1336,18.689138,113.79962,11.681512,120.606316,2.071488,82.57879,5.126726,64.67272,10.412262,77.31888,1.3303474,70.76127,9.487602,90.84311,6.0173035,57.847595,2.8671625,58.765697,5.5655494,64.76343,0.109756514,61.95012,-0.50235003,67.118385,-5.7131567,58.899815,1.5806034,72.4553,-5.7371716,92.65641,1.9710264,100.75882,pop
39. Camila Cabello - Bam Bam (feat. Ed Sheeran).wav,0.34720832,0.09462621,0.23072685,0.00679129,2599.3178475413,555548.8997075388,2779.829883865081,166069.25951524073,5770.290107845153,2886560.5413849778,0.09241818643575851,0.0025153651139815905,-7.1328986e-06,0.040397882,8.68506e-05,0.009573307,95.703125,-48.75777,2520.2139,80.10456,467.98172,0.43114564,329.7561,15.814441,208.21713,10.970511,101.87575,-0.5547288,105.021935,1.7181339,100.86335,2.6234574,73.880615,-1.5845376,83.87924,4.85831,87.64592,0.5054987,61.769478,5.105785,58.399017,-0.40400872,60.24072,0.5449489,59.223278,-1.4196578,72.48111,4.7794676,74.05931,2.1677248,77.68835,6.2146163,75.36027,-3.8222687,70.155914,1.8144774,71.78272,pop
40. Noah Cyrus - Mr. Percocet.wav,0.38006902,0.096682504,0.25321588,0.015587302,1949.7039219412366,904842.4015977473,2335.0531868601274,217971.2089335186,4208.441218798374,3238693.7797829565,0.07243758163215944,0.005376475286175941,-5.613481e-06,0.030451516,-9.2109156e-05,0.031565268,129.19921875,-88.22926,5362.2324,103.060684,1052.433,11.564463,592.0886,33.797405,186.76028,8.001702,201.85994,11.389904,196.1403,5.206345,138.81766,-3.2904503,172.04263,4.833358,111.8347,3.4972377,131.98312,-7.113257,81.31012,4.383709,108.84578,-8.110843,109.72263,4.6559906,71.07873,-6.3801928,70.393555,-2.3367977,48.236595,-2.0976067,82.467186,-1.5628874,76.104935,-5.1055307,79.43957,0.9533888,70.45823,pop
41. Lady Gaga - Hold My Hand.wav,0.37758774,0.08191334,0.30476475,0.0059554675,2010.125574966571,340981.3942243061,2315.1173713563117,177867.74744353778,4205.032906074642,1858502.1105910437,0.08431468290441177,0.0011781665866784417,2.2053534e-06,0.062419537,9.793919e-05,0.013074666,49.69200721153846,-20.929111,2253.9026,108.25352,713.2995,-8.917421,267.18417,25.815813,131.92352,12.16947,141.59735,10.59632,164.47562,5.3156896,119.258224,7.750425,76.14051,3.8994043,59.468822,13.197991,65.46375,-2.5925095,59.42758,3.0811288,66.132645,6.2597327,64.897285,-2.219905,62.848465,2.2001016,75.42314,5.406256,91.31973,0.30303255,79.340034,3.1032155,64.46667,-3.7886803,51.960114,-0.8030622,58.128242,pop
42. Em Beihold - Numb Little Bug.wav,0.36348853,0.10214038,0.22105479,0.0136362035,2918.185217387584,1093301.8254310647,2663.537636790578,249321.65544954903,5979.530509263738,3108660.443486412,0.13320063068401702,0.009275780123875392,-9.825613e-07,0.03155943,3.729688e-05,0.016538009,172.265625,-67.4711,11239.02,60.765614,1408.2412,-8.016627,806.88525,12.081643,519.01227,-6.6316953,235.96692,3.059455,280.76987,-6.8608527,181.57784,-5.485267,182.25781,-6.43345,193.58327,-5.626474,166.76378,-3.608673,90.26526,-3.63158,102.75219,-5.590291,63.3917,-1.2423577,59.11632,-7.9722376,63.587456,-4.763517,70.53564,-8.274842,80.35663,-2.8514273,87.08187,-6.669624,71.50928,-0.95100313,64.677185,pop
43. The 1975 - About You.wav,0.40993616,0.07421697,0.3111202,0.0013493501,2035.0008730738923,280200.9344904337,2421.119632507572,172209.67041341471,4323.5155229598,2551398.285313406,0.08263706644253097,0.0007995481717226474,-2.727786e-05,0.063153885,-0.00048628374,0.009623579,95.703125,11.978029,391.39087,112.315926,308.506,-7.8697166,160.63759,14.708377,76.4585,13.808938,42.70004,5.812337,40.602615,-0.6495595,31.66599,7.9243875,38.16745,-3.0683575,32.816486,4.306576,39.337975,-3.480883,26.862713,-0.18031791,23.945179,-4.2434583,26.23631,-0.19407266,22.499924,-2.5809374,21.309616,1.2597305,21.766693,-3.9842284,24.092407,4.0129237,15.533802,-1.5115334,24.52488,-0.07714268,18.127264,pop
44. Alesso - Words.wav,0.4461692,0.079653285,0.38386393,0.002873499,2100.481786509493,490299.4205910136,2562.6362535953444,223341.9120106305,4738.496346960865,2686513.2962644934,0.05510132969717492,0.0008911073322403734,5.4065775e-05,0.10876792,-0.0007581254,0.016627075,123.046875,-26.855955,2074.1135,96.82758,750.0652,13.259362,495.0148,32.66593,276.55383,8.17007,152.86252,13.188694,154.4046,12.26849,106.76507,2.6820242,126.97325,9.458874,91.47702,4.9382296,86.09172,3.6228583,57.17691,4.2116327,51.528408,1.9214404,72.34425,4.9390025,60.287117,-1.9584981,51.987343,4.071297,74.01287,0.3396939,68.62773,2.375516,64.982376,-1.0623991,57.67334,3.5855196,93.61225,pop
45. MUNA - What I Want.wav,0.37077987,0.090922385,0.2854428,0.008330948,3129.4915668563326,676289.9287382654,3115.071956483442,139033.10468221505,7263.272746650058,2389211.7012733957,0.12644670327012383,0.004174831890970979,2.4010396e-05,0.046188597,5.1281302e-05,0.017279563,117.45383522727273,-14.444364,3363.871,66.44918,718.8947,18.544014,273.9879,14.077985,264.9379,11.564344,161.17555,7.7141685,165.9382,5.822736,138.34914,5.704501,127.81174,0.23563978,81.04117,10.044097,115.255264,-2.429639,72.35919,6.472712,69.39598,-0.90010947,72.1694,4.0613475,83.30007,-3.257609,70.028656,5.0447645,69.70725,-1.5854383,75.983406,6.5448265,111.6472,-1.3548138,82.93785,4.6119876,78.69917,pop
46. EMELINE - cinderella's dead.wav,0.3386214,0.0959468,0.25949436,0.019438444,2236.828431140792,1321138.708632151,2441.4967201477257,338884.33943422255,4578.172316418344,5473982.0028481865,0.09374017390673374,0.005848301726003953,-7.022217e-06,0.050685722,-0.00052858493,0.019426133,117.45383522727273,-78.171295,2772.0083,100.98361,1883.8224,5.916118,833.9316,4.9472737,352.63754,-9.317969,288.0778,1.2353026,333.99875,-0.7732726,266.0519,-6.9261703,252.55302,4.7941256,178.02487,1.3788961,168.67786,-4.7369924,199.01106,-5.2167606,145.78606,-7.944195,118.79523,2.692856,83.22625,-7.235584,92.69393,-0.5081705,75.37173,-2.9231346,80.79482,-1.6979754,97.93154,-2.9033647,82.411125,-1.5992292,94.1607,pop
47. Lexi Jayde - drunk text me.wav,0.36577085,0.08589952,0.29871553,0.006094635,2130.9140347438133,746987.2167389,2440.83769547493,269319.364762056,4457.48137955326,3353527.657328708,0.08402783656636997,0.0025092305716220603,3.651943e-05,0.06851498,-0.00037472986,0.010907668,80.74951171875,-36.650978,1582.7081,103.59895,1083.9988,-0.17435104,348.4447,22.255022,301.65073,8.163281,119.40685,7.6601825,121.90741,14.574957,131.91624,-1.6200596,121.17229,5.1983023,85.8186,8.382546,86.70719,-4.4657307,82.13234,7.3679585,59.979187,0.21963464,71.565704,1.5675333,57.898766,-2.9123313,72.668175,0.6968263,74.58314,-0.8204561,77.37496,3.23221,54.13575,-4.7732863,96.25597,8.432885,95.094925,pop
48. Stephen Dawes - Teenage Dream _ Teenage Dream.wav,0.39625585,0.07693439,0.21161926,0.002790857,2216.8958778368687,578098.0158847444,2487.011144265195,174258.21457124726,4890.828759160942,2694377.7994863894,0.09356443800793343,0.0019073269324403727,1.1370441e-06,0.031350054,4.9678906e-06,0.005177285,112.34714673913044,-39.131306,2026.1095,103.48186,734.4752,2.731801,351.26196,19.560398,161.83768,10.327741,78.84812,14.980828,85.00776,-4.9692607,90.8353,6.671074,71.64503,-5.3963923,93.099,13.819111,54.886192,-6.00684,52.75837,5.9951835,60.128,-3.4500403,50.666695,2.4873161,47.256943,0.7590994,47.43927,7.6292357,43.55013,-3.8520198,34.90524,2.6308503,45.70655,0.26081663,37.724525,-7.678428,36.986584,pop
49. Rema - Calm Down.wav,0.3980226,0.08542758,0.28691527,0.009001177,2285.9634889033464,972767.9225168551,2770.4465406939457,319168.29907883285,5380.884129196497,5282493.35005545,0.07770814688951239,0.003898763684696306,1.1348457e-05,0.04843949,-9.866409e-05,0.020461006,143.5546875,-53.144146,3865.6423,105.150314,1692.1066,19.116873,440.52994,8.774125,222.31792,7.0063267,225.69417,1.0818278,297.4204,6.84789,163.43568,-10.768766,146.90306,3.0928607,150.64287,1.9435529,137.39899,-3.9180284,161.45319,3.518614,102.06233,-7.1610827,143.099,1.5269587,72.11406,-4.1575503,77.74281,5.211749,52.170555,-6.589884,61.45673,-3.9020853,74.42655,-7.030551,65.42533,4.7910585,67.29566,pop
50. Mad Tsai - killer queen.wav,0.41398937,0.08740164,0.27738583,0.011230324,2352.4148186443203,639437.4415046085,2560.586725192364,245137.62519617873,5085.394249316709,3639519.6147208833,0.09307653468459752,0.0025509821305863046,8.7793715e-06,0.03832314,0.0002597715,0.028414402,107.666015625,-18.391865,2395.3232,97.72991,1041.3846,-4.668846,413.81232,15.106047,250.13521,10.5243635,155.07973,5.279487,156.9172,2.5068219,114.26283,-0.30798358,120.58813,-4.846566,100.75932,7.2086654,91.72533,-4.3033924,88.092705,-2.0342484,60.59466,-5.106941,67.853935,-1.2806109,56.839355,-3.3357954,53.23024,-1.1617652,39.45984,-4.66275,36.582867,-0.60861194,42.1692,-2.946871,53.224033,-1.3408632,39.893475,pop
